session_id,brain_structure x,brain_structure y,y_feature,r_squ,pseudo_session,loo_trial_idx
766640955,VISl,VISp,exponent,-1.4731321722025985,,
766640955,VISl,VISp,exponent,-1.472876844196442,,
766640955,VISl,VISp,exponent,-1.4959389784672679,,
766640955,VISl,VISp,exponent,-1.4946913619594233,,
766640955,VISl,VISp,exponent,-1.481371963954786,,
766640955,VISl,VISp,exponent,-1.4953966308623667,,
766640955,VISl,VISp,exponent,-1.4888314441007036,,
766640955,VISl,VISp,exponent,-1.474222629927071,,
766640955,VISl,VISp,exponent,-1.478545693964124,,
766640955,VISl,VISp,exponent,-1.482027125907639,,
766640955,VISl,VISp,exponent,-1.4716140270281866,,
766640955,VISl,VISp,exponent,-1.4821886442435028,,
766640955,VISl,VISp,exponent,-1.4876729397520427,,
766640955,VISl,VISp,exponent,-1.5036589546054455,,
766640955,VISl,VISp,exponent,-1.473273339645591,,
766640955,VISl,VISp,exponent,-1.4694661912457003,,
766640955,VISl,VISp,exponent,-1.479995908180531,,
766640955,VISl,VISp,exponent,-1.4951650401469454,,
766640955,VISl,VISp,exponent,-1.4739925339371691,,
766640955,VISl,VISp,exponent,-1.5015339556266234,,
766640955,VISl,VISp,exponent,-1.4779437030017095,,
766640955,VISl,VISp,exponent,-1.50935705076553,,
766640955,VISl,VISp,exponent,-1.493599985779165,,
766640955,VISl,VISp,periodic_pow,0.048026902172314645,,
766640955,VISl,VISp,periodic_pow,0.03816621455218816,,
766640955,VISl,VISp,periodic_pow,0.041164465210549284,,
766640955,VISl,VISp,periodic_pow,0.039642678317648006,,
766640955,VISl,VISp,periodic_pow,0.042698282171807156,,
766640955,VISl,VISp,periodic_pow,0.042934534202116126,,
766640955,VISl,VISp,periodic_pow,0.04407410129748146,,
766640955,VISl,VISp,periodic_pow,0.04420106556938441,,
766640955,VISl,VISp,periodic_pow,0.04341482552464937,,
766640955,VISl,VISp,periodic_pow,0.03886389689661751,,
766640955,VISl,VISp,periodic_pow,0.040580737716267246,,
766640955,VISl,VISp,periodic_pow,0.0450161232312829,,
766640955,VISl,VISp,periodic_pow,0.041196977329277185,,
766640955,VISl,VISp,periodic_pow,0.046169326003065114,,
766640955,VISl,VISp,periodic_pow,0.04358593202983896,,
766640955,VISl,VISp,periodic_pow,0.04139564466234724,,
766640955,VISl,VISp,periodic_pow,0.04293749773631028,,
766640955,VISl,VISp,periodic_pow,0.04858279749340666,,
766640955,VISl,VISp,periodic_pow,0.04380484904055659,,
766640955,VISl,VISp,periodic_pow,0.04292137215418956,,
766640955,VISl,VISp,periodic_pow,0.04447903616753901,,
766640955,VISl,VISp,periodic_pow,0.04485598932915069,,
766640955,VISl,VISp,periodic_pow,0.047394058773972625,,
766640955,VISl,VISp,periodic_pow,0.04177084138765397,,
766640955,VISl,VISp,periodic_pow,0.04890277309936297,,
766640955,VISl,VISp,periodic_pow,0.037944649378651496,,
766640955,VISl,VISp,periodic_pow,0.04486740022161184,,
766640955,VISl,VISp,periodic_pow,0.0485109931273916,,
766640955,VISl,VISp,periodic_pow,0.047616321986136634,,
766640955,VISl,VISp,periodic_pow,0.04080131702123169,,
766640955,VISl,VISp,periodic_pow,0.045504483035430754,,
766640955,VISl,VISp,periodic_pow,0.048846919442285364,,
766640955,VISl,VISp,periodic_pow,0.04814728651761291,,
766640955,VISl,VISp,periodic_pow,0.04921527977813278,,
766640955,VISl,VISp,periodic_pow,0.0465914211735754,,
766640955,VISl,VISp,periodic_pow,0.04338406606119383,,
766640955,VISl,VISp,periodic_pow,0.044092906810634935,,
766640955,VISl,VISp,periodic_pow,0.04538799123487225,,
766640955,VISl,VISp,periodic_pow,0.042311672672573186,,
766640955,VISl,VISp,periodic_pow,0.04761123134107126,,
766640955,VISl,VISp,periodic_pow,0.04103219134807856,,
766640955,VISl,VISp,periodic_pow,0.04853083292333338,,
766640955,VISl,VISp,periodic_pow,0.04551276091792744,,
766640955,VISl,VISp,periodic_pow,0.04565277684971536,,
766640955,VISl,VISp,periodic_pow,0.045305481277147286,,
766640955,VISl,VISp,periodic_pow,0.045677236881314975,,
766640955,VISl,VISp,periodic_pow,0.04585694296653964,,
766640955,VISl,VISp,periodic_pow,0.04562334276162794,,
766640955,VISl,VISp,periodic_pow,0.044319951439447114,,
766640955,VISl,VISp,periodic_pow,0.046340328652798135,,
766640955,VISl,VISp,periodic_pow,0.04642485111093175,,
766640955,VISl,VISp,periodic_pow,0.04364453705937121,,
766640955,VISl,VISp,periodic_pow,0.051579149496106425,,
766640955,VISl,VISp,periodic_pow,0.04869903496762529,,
766640955,VISl,VISp,periodic_pow,0.043398166048804754,,
766640955,VISl,VISp,periodic_pow,0.04660064642552708,,
766640955,VISl,VISp,periodic_pow,0.050331610843617924,,
766640955,VISl,VISp,periodic_pow,0.03776343602999399,,
766640955,VISl,VISp,periodic_pow,0.04626257590719274,,
766640955,VISl,VISp,periodic_pow,0.04509486055139944,,
766640955,VISl,VISp,periodic_pow,0.013653978147454615,,
766640955,VISl,VISp,periodic_pow,0.013129254394799506,,
766640955,VISl,VISp,periodic_pow,0.01151872112011032,,
766640955,VISl,VISp,periodic_pow,0.015308441667028605,,
766640955,VISl,VISp,periodic_pow,-0.0018785603407516227,,
766640955,VISl,VISp,periodic_pow,-0.004649798208022249,,
766640955,VISl,VISp,periodic_pow,0.005001539402268329,,
766640955,VISl,VISp,periodic_pow,-0.013197448471134798,,
766640955,VISl,VISp,periodic_pow,-0.0033522975166155877,,
766640955,VISl,VISp,periodic_pow,-0.011691172786352011,,
766640955,VISl,VISp,periodic_pow,-0.000965729406434912,,
766640955,VISl,VISp,periodic_pow,-0.008819480233966503,,
766640955,VISl,VISp,periodic_pow,0.0025855321587048286,,
766640955,VISl,VISp,periodic_pow,0.016013861590912448,,
766640955,VISl,VISp,periodic_pow,0.010450493324057675,,
766640955,VISl,VISp,periodic_pow,0.009125129409173982,,
766640955,VISl,VISp,periodic_pow,-0.004095631768942898,,
766640955,VISl,VISp,periodic_pow,-0.004188224586222811,,
766640955,VISl,VISp,periodic_pow,-5.7642479601049956e-05,,
766640955,VISl,VISp,periodic_pow,0.003819265816094042,,
766640955,VISl,VISp,periodic_pow,-0.0053007548011363426,,
766640955,VISl,VISp,periodic_pow,-0.004299093354207306,,
766640955,VISl,VISp,periodic_pow,-0.012745064043850451,,
766640955,VISl,VISp,periodic_pow,0.004609855538042162,,
766640955,VISl,VISp,periodic_pow,-0.0006823678280110101,,
766640955,VISl,VISp,periodic_pow,-0.0004956497310901753,,
766640955,VISl,VISp,periodic_pow,-0.004065691060880283,,
766640955,VISl,VISp,periodic_pow,0.004630393649783793,,
766640955,VISl,VISp,periodic_pow,-0.0036571000706921986,,
766640955,VISl,VISp,periodic_pow,-0.010685830240300342,,
766640955,VISl,VISp,periodic_pow,-0.0023641299475998245,,
766640955,VISl,VISp,periodic_pow,0.014871235829854279,,
766640955,VISl,VISp,periodic_pow,0.011553828604271565,,
766640955,VISl,VISp,periodic_pow,0.016736301332194503,,
766640955,VISl,VISp,periodic_pow,0.01092204605243674,,
766640955,VISl,VISp,periodic_pow,0.01373637738503486,,
766640955,VISl,VISp,periodic_pow,0.005833695699461461,,
766640955,VISl,VISp,periodic_pow,0.013378738893872755,,
766640955,VISl,VISp,periodic_pow,0.0076265962116683905,,
766640955,VISl,VISp,periodic_pow,0.012004593010800368,,
766640955,VISl,VISp,periodic_pow,0.012006348715460913,,
766640955,VISl,VISp,periodic_pow,0.0011117589737541511,,
766640955,VISl,VISp,periodic_pow,0.012559829623626673,,
766640955,VISl,VISp,periodic_pow,0.008172479626210594,,
766640955,VISl,VISp,periodic_pow,-0.0019677802000614975,,
766640955,VISl,VISp,periodic_pow,0.009852577614950508,,
766640955,VISl,VISp,periodic_pow,0.014747309573899359,,
766640955,VISl,VISp,periodic_pow,0.013188706827574781,,
766640955,VISl,VISp,periodic_pow,0.011476253890428167,,
766640955,VISl,VISp,periodic_pow,0.011350653966281099,,
766640955,VISl,VISp,periodic_pow,0.010061646314029282,,
766640955,VISl,VISp,periodic_pow,0.006862910293247815,,
766640955,VISl,VISp,periodic_pow,0.004197328922392107,,
766640955,VISl,VISp,periodic_pow,0.00404269552276304,,
